year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,aggravated_assault,arson,burglary,larceny_theft,motor_vehicle_theft,murder,robbery,sexual_assault,aggravated_assault_rate,arson_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate,murder_rate,robbery_rate,sexual_assault_rate
2010,53,105,Livingston,11,Central,Mostly Urban,40.8,38856,39,7,18,116,1,0,4,4,100.4,18,46.3,298.5,2.6,0,10.3,10.3
2010,54,107,Logan,11,Central,Mostly Urban,39.9,30284,34,3,30,48,3,0,0,0,112.3,9.9,99.1,158.5,9.9,0,0,0
2010,55,109,McDonough,9,Central,Mostly Urban,29.5,32628,18,2,24,90,1,0,0,1,55.2,6.1,73.6,275.8,3.1,0,0,3.1
2010,56,111,McHenry,22,Northern - Collar,Mostly Urban,9.9,309061,195,3,51,667,4,1,15,8,63.1,1,16.5,215.8,1.3,0.3,4.9,2.6
2010,57,113,McLean,11,Central,Mostly Urban,16.5,169810,225,4,152,668,21,2,37,9,132.5,2.4,89.5,393.4,12.4,1.2,21.8,5.3
2010,58,115,Macon,6,Central,Mostly Urban,15.3,110784,273,10,406,590,33,9,73,24,246.4,9,366.5,532.6,29.8,8.1,65.9,21.7
2010,59,117,Macoupin,7,Central,Mostly Rural,58.5,47799,37,1,15,28,4,0,0,0,77.4,2.1,31.4,58.6,8.4,0,0,0
2010,60,119,Madison,3,Southern,Mostly Urban,13.3,269346,259,5,256,1422,25,5,61,20,96.2,1.9,95,527.9,9.3,1.9,22.6,7.4
2010,61,121,Marion,4,Southern,Mostly Urban,45.1,39419,81,0,80,158,7,1,5,3,205.5,0,202.9,400.8,17.8,2.5,12.7,7.6
2010,62,123,Marshall,10,Central,Completely Rural,100,12629,6,3,5,5,0,0,0,0,47.5,23.8,39.6,39.6,0,0,0,0
2010,63,125,Mason,8,Central,Mostly Rural,77.5,14651,13,0,3,5,0,0,0,2,88.7,0,20.5,34.1,0,0,0,13.7
2010,64,127,Massac,1,Southern,Mostly Rural,50.5,15380,25,2,12,48,2,1,8,3,162.5,13,78,312.1,13,6.5,52,19.5
2010,65,129,Menard,8,Central,Mostly Rural,75.7,12696,2,0,0,0,0,0,0,0,15.8,0,0,0,0,0,0,0
2010,66,131,Mercer,14,Central,Mostly Rural,77.8,16410,22,0,31,41,3,0,0,3,134.1,0,188.9,249.8,18.3,0,0,18.3
2010,67,133,Monroe,20,Southern,Mostly Urban,41.4,32997,10,1,44,56,1,0,0,1,30.3,3,133.3,169.7,3,0,0,3
2010,68,135,Montgomery,4,Central,Mostly Urban,41.6,30095,105,0,16,67,3,0,0,0,348.9,0,53.2,222.6,10,0,0,0
2010,69,137,Morgan,7,Central,Mostly Urban,36.2,35505,56,4,43,178,5,1,1,2,157.7,11.3,121.1,501.3,14.1,2.8,2.8,5.6
2010,70,139,Moultrie,6,Central,Mostly Rural,69.2,14860,15,0,3,12,0,0,0,1,100.9,0,20.2,80.8,0,0,0,6.7
2010,71,141,Ogle,15,Northern - Other,Mostly Urban,47.1,53423,16,1,46,120,1,0,1,7,29.9,1.9,86.1,224.6,1.9,0,1.9,13.1
2010,72,143,Peoria,10,Central,Mostly Urban,14.6,186221,334,10,162,928,64,13,82,8,179.4,5.4,87,498.3,34.4,7,44,4.3
2010,73,145,Perry,20,Southern,Mostly Urban,43.6,22315,16,1,9,38,3,6,6,0,71.7,4.5,40.3,170.3,13.4,26.9,26.9,0
2010,74,147,Piatt,6,Central,Mostly Rural,67.7,16709,18,1,5,14,0,0,1,2,107.7,6,29.9,83.8,0,0,6,12
2010,75,149,Pike,8,Central,Mostly Rural,72.3,16394,13,0,17,27,3,0,0,1,79.3,0,103.7,164.7,18.3,0,0,6.1
2010,76,151,Pope,1,Southern,Completely Rural,100,4470,2,0,0,2,0,0,0,0,44.7,0,0,44.7,0,0,0,0
2010,77,153,Pulaski,1,Southern,Completely Rural,100,6122,28,0,11,7,1,0,0,1,457.4,0,179.7,114.3,16.3,0,0,16.3
2010,78,155,Putnam,10,Central,Completely Rural,100,6012,1,0,1,6,0,0,0,1,16.6,0,16.6,99.8,0,0,0,16.6
2010,79,157,Randolph,20,Southern,Mostly Urban,42.6,33463,38,1,30,61,4,0,1,2,113.6,3,89.7,182.3,12,0,3,6
2010,80,159,Richland,2,Southern,Mostly Urban,43.5,16194,17,0,27,25,1,0,0,0,105,0,166.7,154.4,6.2,0,0,0
2010,81,161,Rock Island,14,Central,Mostly Urban,10.9,147616,301,1,123,854,12,3,51,14,203.9,0.7,83.3,578.5,8.1,2,34.5,9.5
2010,82,163,St. Clair,20,Southern,Mostly Urban,9.8,270342,532,56,392,1683,214,15,138,60,196.8,20.7,145,622.5,79.2,5.5,51,22.2
2010,83,165,Saline,1,Southern,Mostly Urban,43.7,24901,72,0,72,199,6,1,0,1,289.1,0,289.1,799.2,24.1,4,0,4
2010,84,167,Sangamon,7,Central,Mostly Urban,14.1,197767,860,19,272,1192,32,4,69,7,434.9,9.6,137.5,602.7,16.2,2,34.9,3.5
2010,85,169,Schuyler,8,Central,Mostly Rural,57.6,7535,7,0,3,9,0,0,0,0,92.9,0,39.8,119.4,0,0,0,0
2010,86,171,Scott,7,Central,Completely Rural,100,5327,1,0,5,6,1,0,0,0,18.8,0,93.9,112.6,18.8,0,0,0
2010,87,173,Shelby,4,Central,Mostly Rural,77.7,22358,18,0,9,18,2,0,0,2,80.5,0,40.3,80.5,8.9,0,0,8.9
2010,88,175,Stark,10,Central,Completely Rural,100,5970,7,0,2,13,1,0,0,1,117.3,0,33.5,217.8,16.8,0,0,16.8
2010,89,177,Stephenson,15,Northern - Other,Mostly Urban,40.1,47607,53,0,64,248,0,1,15,1,111.3,0,134.4,520.9,0,2.1,31.5,2.1
2010,90,179,Tazewell,10,Central,Mostly Urban,20.4,135486,196,1,199,516,26,3,12,11,144.7,0.7,146.9,380.9,19.2,2.2,8.9,8.1
2010,91,181,Union,1,Southern,Mostly Rural,65.9,17735,12,0,4,10,2,0,0,0,67.7,0,22.6,56.4,11.3,0,0,0
2010,92,183,Vermilion,5,Central,Mostly Urban,31.3,81639,214,1,208,408,23,2,49,27,262.1,1.2,254.8,499.8,28.2,2.4,60,33.1
2010,93,185,Wabash,2,Southern,Mostly Urban,38.9,11916,14,2,8,25,2,0,0,0,117.5,16.8,67.1,209.8,16.8,0,0,0
2010,94,187,Warren,9,Central,Mostly Urban,45.5,17719,41,0,16,67,11,0,0,4,231.4,0,90.3,378.1,62.1,0,0,22.6
2010,95,189,Washington,20,Southern,Mostly Rural,73.6,14712,28,0,5,10,0,0,0,0,190.3,0,34,68,0,0,0,0
2010,96,191,Wayne,2,Southern,Mostly Rural,69.9,16738,30,0,14,29,0,0,0,3,179.2,0,83.6,173.3,0,0,0,17.9
2010,97,193,White,2,Southern,Mostly Rural,62,14600,11,1,3,18,1,0,0,1,75.3,6.8,20.5,123.3,6.8,0,0,6.8
2010,98,195,Whiteside,14,Northern - Other,Mostly Urban,37.3,58478,44,0,46,80,3,0,5,3,75.2,0,78.7,136.8,5.1,0,8.6,5.1
2010,99,197,Will,12,Northern - Collar,Mostly Urban,3.9,678818,496,20,364,3052,40,15,139,17,73.1,2.9,53.6,449.6,5.9,2.2,20.5,2.5
2010,100,199,Williamson,1,Southern,Mostly Urban,34.8,66432,168,0,41,66,6,6,6,4,252.9,0,61.7,99.3,9,9,9,6
2010,101,201,Winnebago,17,Northern - Other,Mostly Urban,7.9,295088,437,18,440,1622,19,22,135,26,148.1,6.1,149.1,549.7,6.4,7.5,45.7,8.8
2010,102,203,Woodford,11,Central,Mostly Rural,54.9,38670,33,0,11,45,1,0,1,1,85.3,0,28.4,116.4,2.6,0,2.6,2.6
2011,1,1,Adams,8,Central,Mostly Urban,32.6,67201,104,1,48,434,11,0,7,3,154.8,1.5,71.4,645.8,16.4,0,10.4,4.5
2011,2,3,Alexander,1,Southern,Mostly Rural,61.9,7992,45,0,28,20,1,0,11,0,563.1,0,350.4,250.3,12.5,0,137.6,0
2011,3,5,Bond,3,Southern,Mostly Rural,60.7,17724,6,0,10,10,3,0,0,0,33.9,0,56.4,56.4,16.9,0,0,0
2011,4,7,Boone,17,Northern - Other,Mostly Urban,19.4,54132,19,6,49,155,2,0,8,8,35.1,11.1,90.5,286.3,3.7,0,14.8,14.8
2011,5,9,Brown,8,Central,Mostly Urban,41.1,6879,6,0,4,6,2,0,0,1,87.2,0,58.1,87.2,29.1,0,0,14.5
2011,6,11,Bureau,13,Central,Mostly Rural,57.4,34623,20,0,9,73,0,0,1,0,57.8,0,26,210.8,0,0,2.9,0
2011,7,13,Calhoun,8,Southern,Completely Rural,100,5048,8,0,3,2,0,0,0,0,158.5,0,59.4,39.6,0,0,0,0
2011,8,15,Carroll,15,Northern - Other,Mostly Rural,81.9,15226,5,0,3,10,0,0,0,0,32.8,0,19.7,65.7,0,0,0,0
2011,9,17,Cass,8,Central,Mostly Rural,52.1,13632,6,1,5,9,0,0,0,0,44,7.3,36.7,66,0,0,0,0
2011,10,19,Champaign,6,Central,Mostly Urban,12.7,203174,433,6,256,923,20,7,62,23,213.1,3,126,454.3,9.8,3.4,30.5,11.3
2011,11,21,Christian,4,Central,Mostly Urban,43.5,34699,32,0,20,90,1,0,1,2,92.2,0,57.6,259.4,2.9,0,2.9,5.8
2011,12,23,Clark,5,Southern,Mostly Rural,59.5,16200,30,0,9,8,0,0,1,0,185.2,0,55.6,49.4,0,0,6.2,0
2011,13,25,Clay,4,Southern,Mostly Rural,64.7,13725,4,0,6,27,1,0,0,1,29.1,0,43.7,196.7,7.3,0,0,7.3
2011,14,27,Clinton,4,Southern,Mostly Urban,48.8,38023,18,1,9,64,0,0,2,2,47.3,2.6,23.7,168.3,0,0,5.3,5.3
2011,15,29,Coles,5,Central,Mostly Urban,24.3,53620,48,11,41,92,4,2,7,2,89.5,20.5,76.5,171.6,7.5,3.7,13.1,3.7
2011,16,31,Cook,co,Northern - Cook,Completely Urban,0,5219977,2643,86,3613,24133,2750,330,2893,510,50.6,1.6,69.2,462.3,52.7,6.3,55.4,9.8
2011,17,33,Crawford,2,Southern,Mostly Rural,60.2,19773,37,1,18,30,3,0,0,2,187.1,5.1,91,151.7,15.2,0,0,10.1
2011,18,35,Cumberland,5,Southern,Completely Rural,100,11079,14,0,6,14,1,0,0,0,126.4,0,54.2,126.4,9,0,0,0
2011,19,37,DeKalb,23,Northern - Other,Mostly Urban,20.3,104438,128,5,64,581,2,3,32,12,122.6,4.8,61.3,556.3,1.9,2.9,30.6,11.5
2011,20,39,De Witt,6,Central,Mostly Urban,48.8,16546,4,0,1,4,0,0,0,0,24.2,0,6,24.2,0,0,0,0
2011,21,41,Douglas,6,Central,Mostly Rural,61.6,19867,15,0,7,9,1,0,0,2,75.5,0,35.2,45.3,5,0,0,10.1
2011,22,43,DuPage,18,Northern - Collar,Completely Urban,0,924852,225,18,218,3571,42,4,71,8,24.3,1.9,23.6,386.1,4.5,0.4,7.7,0.9
2011,23,45,Edgar,5,Central,Mostly Rural,51.8,18387,22,4,27,42,0,1,0,0,119.6,21.8,146.8,228.4,0,5.4,0,0
2011,24,47,Edwards,2,Southern,Completely Rural,100,6668,12,0,9,12,0,0,1,0,180,0,135,180,0,0,15,0
2011,25,49,Effingham,4,Southern,Mostly Rural,59.7,34265,31,2,27,124,3,1,0,2,90.5,5.8,78.8,361.9,8.8,2.9,0,5.8
2011,26,51,Fayette,4,Southern,Mostly Rural,67,22374,25,0,3,47,1,0,0,0,111.7,0,13.4,210.1,4.5,0,0,0
2011,27,53,Ford,11,Central,Mostly Urban,41.8,13878,15,2,21,35,2,0,1,1,108.1,14.4,151.3,252.2,14.4,0,7.2,7.2
2011,28,55,Franklin,2,Southern,Mostly Urban,48.6,40027,58,0,67,109,8,2,6,1,144.9,0,167.4,272.3,20,5,15,2.5
2011,29,57,Fulton,9,Central,Mostly Rural,60,36907,17,1,16,76,1,0,4,6,46.1,2.7,43.4,205.9,2.7,0,10.8,16.3
2011,30,59,Gallatin,2,Southern,Completely Rural,100,5490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,31,61,Greene,7,Central,Mostly Rural,70.8,13856,27,0,5,23,0,0,0,1,194.9,0,36.1,166,0,0,0,7.2
2011,32,63,Grundy,13,Northern - Other,Mostly Urban,24.4,50095,25,2,8,55,0,0,3,1,49.9,4,16,109.8,0,0,6,2
2011,33,65,Hamilton,2,Southern,Mostly Rural,68.1,8423,1,0,4,5,1,0,0,0,11.9,0,47.5,59.4,11.9,0,0,0
2011,34,67,Hancock,9,Central,Mostly Rural,71,18997,10,0,9,10,0,0,0,0,52.6,0,47.4,52.6,0,0,0,0
2011,35,69,Hardin,2,Southern,Completely Rural,100,4293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,36,71,Henderson,9,Central,Mostly Rural,99.7,7215,17,0,3,13,0,0,0,0,235.6,0,41.6,180.2,0,0,0,0
2011,37,73,Henry,14,Central,Mostly Rural,50.3,50283,39,1,26,65,3,0,2,4,77.6,2,51.7,129.3,6,0,4,8
2011,38,75,Iroquois,21,Central,Mostly Rural,71.7,29497,15,0,52,70,3,0,0,2,50.9,0,176.3,237.3,10.2,0,0,6.8
2011,39,77,Jackson,1,Southern,Mostly Urban,37.2,60365,155,0,80,503,3,1,19,2,256.8,0,132.5,833.3,5,1.7,31.5,3.3
2011,40,79,Jasper,4,Southern,Mostly Rural,69.9,9753,20,0,1,12,0,0,0,0,205.1,0,10.3,123,0,0,0,0
2011,41,81,Jefferson,2,Southern,Mostly Rural,58.8,38749,91,0,58,157,1,1,9,5,234.8,0,149.7,405.2,2.6,2.6,23.2,12.9
2011,42,83,Jersey,7,Southern,Mostly Rural,60.6,22852,35,1,26,132,4,0,1,1,153.2,4.4,113.8,577.6,17.5,0,4.4,4.4
2011,43,85,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22635,12,0,7,46,0,0,0,0,53,0,30.9,203.2,0,0,0,0
2011,44,87,Johnson,1,Southern,Completely Rural,100,12854,39,1,3,27,0,0,0,1,303.4,7.8,23.3,210.1,0,0,0,7.8
2011,45,89,Kane,16,Northern - Collar,Mostly Urban,3.6,519211,371,3,260,1473,22,1,83,9,71.5,0.6,50.1,283.7,4.2,0.2,16,1.7
2011,46,91,Kankakee,21,Central,Mostly Urban,24.5,113513,102,6,97,409,1,4,38,11,89.9,5.3,85.5,360.3,0.9,3.5,33.5,9.7
2011,47,93,Kendall,23,Northern - Other,Mostly Urban,10.4,116813,42,2,32,437,4,0,8,5,36,1.7,27.4,374.1,3.4,0,6.8,4.3
2011,48,95,Knox,9,Central,Mostly Urban,24.3,52699,107,2,77,374,6,5,21,18,203,3.8,146.1,709.7,11.4,9.5,39.8,34.2
2011,49,97,Lake,19,Northern - Collar,Mostly Urban,1.3,701647,533,46,541,2567,38,7,115,46,76,6.6,77.1,365.9,5.4,1,16.4,6.6
2011,50,99,LaSalle,13,Northern - Other,Mostly Urban,30.2,113521,68,9,66,328,1,4,4,3,59.9,7.9,58.1,288.9,0.9,3.5,3.5,2.6
2011,51,101,Lawrence,2,Southern,Mostly Rural,58,16899,19,0,13,17,1,0,0,0,112.4,0,76.9,100.6,5.9,0,0,0
2011,52,103,Lee,15,Northern - Other,Mostly Rural,53.2,35597,59,0,73,221,2,0,5,5,165.7,0,205.1,620.8,5.6,0,14,14
2011,53,105,Livingston,11,Central,Mostly Urban,40.8,38803,41,7,22,101,1,0,4,2,105.7,18,56.7,260.3,2.6,0,10.3,5.2
2011,54,107,Logan,11,Central,Mostly Urban,39.9,30269,38,1,29,54,3,0,2,3,125.5,3.3,95.8,178.4,9.9,0,6.6,9.9
2011,55,109,McDonough,9,Central,Mostly Urban,29.5,32511,28,1,29,87,0,0,0,5,86.1,3.1,89.2,267.6,0,0,0,15.4
2011,56,111,McHenry,22,Northern - Collar,Mostly Urban,9.9,308433,178,5,95,818,11,1,17,9,57.7,1.6,30.8,265.2,3.6,0.3,5.5,2.9
2011,57,113,McLean,11,Central,Mostly Urban,16.5,170893,197,5,150,707,27,2,27,13,115.3,2.9,87.8,413.7,15.8,1.2,15.8,7.6
2011,58,115,Macon,6,Central,Mostly Urban,15.3,110671,361,5,373,766,18,16,65,17,326.2,4.5,337,692.1,16.3,14.5,58.7,15.4
2011,59,117,Macoupin,7,Central,Mostly Rural,58.5,47734,31,0,25,26,6,1,0,1,64.9,0,52.4,54.5,12.6,2.1,0,2.1
2011,60,119,Madison,3,Southern,Mostly Urban,13.3,268650,255,11,323,1621,45,9,63,19,94.9,4.1,120.2,603.4,16.8,3.4,23.5,7.1
2011,61,121,Marion,4,Southern,Mostly Urban,45.1,39140,75,4,83,129,6,1,11,9,191.6,10.2,212.1,329.6,15.3,2.6,28.1,23
2011,62,123,Marshall,10,Central,Completely Rural,100,12477,10,0,8,8,2,0,0,1,80.1,0,64.1,64.1,16,0,0,8
2011,63,125,Mason,8,Central,Mostly Rural,77.5,14469,7,0,7,7,1,3,0,4,48.4,0,48.4,48.4,6.9,20.7,0,27.6
2011,64,127,Massac,1,Southern,Mostly Rural,50.5,15279,33,1,9,60,2,0,5,6,216,6.5,58.9,392.7,13.1,0,32.7,39.3
2011,65,129,Menard,8,Central,Mostly Rural,75.7,12697,1,1,1,1,0,0,0,0,7.9,7.9,7.9,7.9,0,0,0,0
2011,66,131,Mercer,14,Central,Mostly Rural,77.8,16316,13,1,5,17,0,0,0,2,79.7,6.1,30.6,104.2,0,0,0,12.3
2011,67,133,Monroe,20,Southern,Mostly Urban,41.4,33214,13,0,25,56,1,0,1,2,39.1,0,75.3,168.6,3,0,3,6
2011,68,135,Montgomery,4,Central,Mostly Urban,41.6,29860,78,2,22,84,7,0,0,1,261.2,6.7,73.7,281.3,23.4,0,0,3.3
2011,69,137,Morgan,7,Central,Mostly Urban,36.2,35479,55,3,23,144,0,0,4,2,155,8.5,64.8,405.9,0,0,11.3,5.6
2011,70,139,Moultrie,6,Central,Mostly Rural,69.2,14855,7,0,4,8,1,0,0,0,47.1,0,26.9,53.9,6.7,0,0,0
2011,71,141,Ogle,15,Northern - Other,Mostly Urban,47.1,53070,22,0,26,72,0,0,0,2,41.5,0,49,135.7,0,0,0,3.8
2011,72,143,Peoria,10,Central,Mostly Urban,14.6,186741,333,7,209,912,34,24,69,13,178.3,3.7,111.9,488.4,18.2,12.9,36.9,7
2011,73,145,Perry,20,Southern,Mostly Urban,43.6,22262,22,2,32,46,1,0,2,2,98.8,9,143.7,206.6,4.5,0,9,9
2011,74,147,Piatt,6,Central,Mostly Rural,67.7,16677,15,0,8,6,2,1,1,3,89.9,0,48,36,12,6,6,18
2011,75,149,Pike,8,Central,Mostly Rural,72.3,16346,6,0,7,13,3,0,0,0,36.7,0,42.8,79.5,18.4,0,0,0
2011,76,151,Pope,1,Southern,Completely Rural,100,4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,77,153,Pulaski,1,Southern,Completely Rural,100,5981,18,0,1,3,1,0,1,0,301,0,16.7,50.2,16.7,0,16.7,0
2011,78,155,Putnam,10,Central,Completely Rural,100,5975,4,0,5,5,1,0,0,0,66.9,0,83.7,83.7,16.7,0,0,0
2011,79,157,Randolph,20,Southern,Mostly Urban,42.6,33419,36,1,21,69,0,0,1,4,107.7,3,62.8,206.5,0,0,3,12
2011,80,159,Richland,2,Southern,Mostly Urban,43.5,16189,10,0,4,42,1,1,0,1,61.8,0,24.7,259.4,6.2,6.2,0,6.2
2011,81,161,Rock Island,14,Central,Mostly Urban,10.9,147462,305,9,136,870,6,4,26,10,206.8,6.1,92.2,590,4.1,2.7,17.6,6.8
2011,82,163,St. Clair,20,Southern,Mostly Urban,9.8,270006,447,27,321,1732,101,12,117,43,165.6,10,118.9,641.5,37.4,4.4,43.3,15.9
2011,83,165,Saline,1,Southern,Mostly Urban,43.7,24903,48,0,39,175,5,1,3,3,192.7,0,156.6,702.7,20.1,4,12,12
2011,84,167,Sangamon,7,Central,Mostly Urban,14.1,199016,806,11,231,1257,27,5,61,10,405,5.5,116.1,631.6,13.6,2.5,30.7,5
2011,85,169,Schuyler,8,Central,Mostly Rural,57.6,7462,8,0,4,7,0,0,0,0,107.2,0,53.6,93.8,0,0,0,0
2011,86,171,Scott,7,Central,Completely Rural,100,5228,1,0,3,4,0,0,0,0,19.1,0,57.4,76.5,0,0,0,0
2011,87,173,Shelby,4,Central,Mostly Rural,77.7,22281,14,2,9,19,1,0,0,0,62.8,9,40.4,85.3,4.5,0,0,0
2011,88,175,Stark,10,Central,Completely Rural,100,5842,2,0,1,1,0,0,0,0,34.2,0,17.1,17.1,0,0,0,0
2011,89,177,Stephenson,15,Northern - Other,Mostly Urban,40.1,47319,30,0,49,221,2,0,4,3,63.4,0,103.6,467,4.2,0,8.5,6.3
2011,90,179,Tazewell,10,Central,Mostly Urban,20.4,135839,194,3,294,582,18,0,13,3,142.8,2.2,216.4,428.4,13.3,0,9.6,2.2
2011,91,181,Union,1,Southern,Mostly Rural,65.9,17695,17,0,10,20,2,1,0,0,96.1,0,56.5,113,11.3,5.7,0,0
2011,92,183,Vermilion,5,Central,Mostly Urban,31.3,81407,233,3,268,504,24,5,22,12,286.2,3.7,329.2,619.1,29.5,6.1,27,14.7
2011,93,185,Wabash,2,Southern,Mostly Urban,38.9,11793,17,0,7,25,2,0,0,0,144.2,0,59.4,212,17,0,0,0
2011,94,187,Warren,9,Central,Mostly Urban,45.5,17839,38,1,18,56,3,0,5,1,213,5.6,100.9,313.9,16.8,0,28,5.6
2011,95,189,Washington,20,Southern,Mostly Rural,73.6,14574,24,1,4,14,0,0,0,0,164.7,6.9,27.4,96.1,0,0,0,0
2011,96,191,Wayne,2,Southern,Mostly Rural,69.9,16658,21,0,23,28,5,0,0,0,126.1,0,138.1,168.1,30,0,0,0
2011,97,193,White,2,Southern,Mostly Rural,62,14590,20,0,8,33,2,0,0,0,137.1,0,54.8,226.2,13.7,0,0,0
2011,98,195,Whiteside,14,Northern - Other,Mostly Urban,37.3,58272,65,1,60,97,3,0,7,1,111.5,1.7,103,166.5,5.1,0,12,1.7
2011,99,197,Will,12,Northern - Collar,Mostly Urban,3.9,680799,488,24,310,2372,49,10,82,20,71.7,3.5,45.5,348.4,7.2,1.5,12,2.9
2011,100,199,Williamson,1,Southern,Mostly Urban,34.8,66726,118,1,35,43,4,3,4,3,176.8,1.5,52.5,64.4,6,4.5,6,4.5
2011,101,201,Winnebago,17,Northern - Other,Mostly Urban,7.9,293634,362,16,255,1615,21,18,126,22,123.3,5.4,86.8,550,7.2,6.1,42.9,7.5
2011,102,203,Woodford,11,Central,Mostly Rural,54.9,38849,9,0,6,23,4,0,0,1,23.2,0,15.4,59.2,10.3,0,0,2.6
2012,1,1,Adams,8,Central,Mostly Urban,32.6,67135,93,4,39,396,0,0,8,2,138.5,6,58.1,589.9,0,0,11.9,3
2012,2,3,Alexander,1,Southern,Mostly Rural,61.9,7719,47,1,14,29,11,0,1,0,608.9,13,181.4,375.7,142.5,0,13,0
2012,3,5,Bond,3,Southern,Mostly Rural,60.7,17534,5,1,7,19,6,0,2,0,28.5,5.7,39.9,108.4,34.2,0,11.4,0
2012,4,7,Boone,17,Northern - Other,Mostly Urban,19.4,53750,22,2,13,142,2,0,0,12,40.9,3.7,24.2,264.2,3.7,0,0,22.3
2012,5,9,Brown,8,Central,Mostly Urban,41.1,6888,9,0,0,6,1,0,0,0,130.7,0,0,87.1,14.5,0,0,0
2012,6,11,Bureau,13,Central,Mostly Rural,57.4,34345,26,0,16,73,1,1,2,1,75.7,0,46.6,212.5,2.9,2.9,5.8,2.9
2012,7,13,Calhoun,8,Southern,Completely Rural,100,4985,,,,,,,,,,,,,,,,
2012,8,15,Carroll,15,Northern - Other,Mostly Rural,81.9,15119,4,0,9,26,1,0,0,0,26.5,0,59.5,172,6.6,0,0,0
2012,9,17,Cass,8,Central,Mostly Rural,52.1,13434,28,0,7,20,2,0,0,1,208.4,0,52.1,148.9,14.9,0,0,7.4
2012,10,19,Champaign,6,Central,Mostly Urban,12.7,204626,367,10,322,876,29,3,49,23,179.4,4.9,157.4,428.1,14.2,1.5,23.9,11.2
2012,11,21,Christian,4,Central,Mostly Urban,43.5,34516,33,3,13,70,1,0,0,0,95.6,8.7,37.7,202.8,2.9,0,0,0
2012,12,23,Clark,5,Southern,Mostly Rural,59.5,16258,28,1,6,14,0,0,0,2,172.2,6.2,36.9,86.1,0,0,0,12.3
2012,13,25,Clay,4,Southern,Mostly Rural,64.7,13715,5,1,7,16,0,0,0,1,36.5,7.3,51,116.7,0,0,0,7.3
2012,14,27,Clinton,4,Southern,Mostly Urban,48.8,37912,19,1,6,45,1,0,0,3,50.1,2.6,15.8,118.7,2.6,0,0,7.9
2012,15,29,Coles,5,Central,Mostly Urban,24.3,53314,46,4,29,104,6,2,3,4,86.3,7.5,54.4,195.1,11.3,3.8,5.6,7.5
2012,16,31,Cook,co,Northern - Cook,Completely Urban,0,5240505,2721,112,3361,24062,2495,356,2854,479,51.9,2.1,64.1,459.2,47.6,6.8,54.5,9.1
2012,17,33,Crawford,2,Southern,Mostly Rural,60.2,19587,33,2,11,28,3,0,0,0,168.5,10.2,56.2,143,15.3,0,0,0
2012,18,35,Cumberland,5,Southern,Completely Rural,100,10949,24,6,5,16,2,0,0,0,219.2,54.8,45.7,146.1,18.3,0,0,0
2012,19,37,DeKalb,23,Northern - Other,Mostly Urban,20.3,104360,122,1,84,458,6,0,17,13,116.9,1,80.5,438.9,5.7,0,16.3,12.5
2012,20,39,De Witt,6,Central,Mostly Urban,48.8,16490,5,0,0,4,0,0,2,0,30.3,0,0,24.3,0,0,12.1,0
2012,21,41,Douglas,6,Central,Mostly Rural,61.6,19886,30,0,11,20,5,0,1,0,150.9,0,55.3,100.6,25.1,0,5,0
2012,22,43,DuPage,18,Northern - Collar,Completely Urban,0,928823,240,6,229,3318,24,7,71,21,25.8,0.6,24.7,357.2,2.6,0.8,7.6,2.3
2012,23,45,Edgar,5,Central,Mostly Rural,51.8,18154,25,1,20,38,9,0,0,0,137.7,5.5,110.2,209.3,49.6,0,0,0
2012,24,47,Edwards,2,Southern,Completely Rural,100,6721,9,0,12,19,2,0,0,0,133.9,0,178.5,282.7,29.8,0,0,0
2012,25,49,Effingham,4,Southern,Mostly Rural,59.7,34270,20,4,14,78,11,0,1,3,58.4,11.7,40.9,227.6,32.1,0,2.9,8.8
2012,26,51,Fayette,4,Southern,Mostly Rural,67,22157,28,0,11,63,1,0,0,1,126.4,0,49.6,284.3,4.5,0,0,4.5
2012,27,53,Ford,11,Central,Mostly Urban,41.8,13878,17,0,8,29,0,0,2,1,122.5,0,57.6,209,0,0,14.4,7.2
2012,28,55,Franklin,2,Southern,Mostly Urban,48.6,39862,83,0,77,111,13,0,8,1,208.2,0,193.2,278.5,32.6,0,20.1,2.5
2012,29,57,Fulton,9,Central,Mostly Rural,60,36585,40,1,26,68,4,0,1,2,109.3,2.7,71.1,185.9,10.9,0,2.7,5.5
2012,30,59,Gallatin,2,Southern,Completely Rural,100,5391,5,2,2,14,0,0,0,0,92.7,37.1,37.1,259.7,0,0,0,0
2012,31,61,Greene,7,Central,Mostly Rural,70.8,13657,36,0,19,25,2,0,0,1,263.6,0,139.1,183.1,14.6,0,0,7.3
2012,32,63,Grundy,13,Northern - Other,Mostly Urban,24.4,50159,19,1,24,111,1,0,0,1,37.9,2,47.8,221.3,2,0,0,2
2012,33,65,Hamilton,2,Southern,Mostly Rural,68.1,8387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,34,67,Hancock,9,Central,Mostly Rural,71,18828,2,0,7,23,2,0,0,1,10.6,0,37.2,122.2,10.6,0,0,5.3
